id,name,town,district,region,latitude,longitude,phone,website,specialty,created_at,updated_at,photo,category
2981,Kadjebi Health Centre,Kadjebi,Kadjebi,Volta,7.5339,0.47355,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2982,Pampawie Health Centre,Pampawie,Kadjebi,Volta,7.81128,0.5668,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2983,Dodi-Mepeasem Health Centre,Dodi-Mempeasem,Kadjebi,Volta,7.63383,0.51598,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2984,Dodi Papase Mary Theresa Hospital,Dodi Papase,Kadjebi,Volta,7.74227,0.51028,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
2985,Faith  Maternity Home,Dzindjiso,Kadjebi,Volta,7.59752,0.52753,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
2986,Dede Maternity Home,,Kadjebi,Volta,7.52754,0.47695,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
2987,Woraworso Health Centre,Woraworso,Kadjebi,Volta,7.65459,0.44468,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2988,Poase Cement Health Centre,Poase Cement,Kadjebi,Volta,7.6507,0.51971,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2989,Keta District Health Directorate,Keta,Keta,Volta,5.88784,0.98164,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
2990,Sacred Heart Hospital,Abor,Keta,Volta,6.05465,0.867667,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
2991,St. Rapheal's Clinic,Tegbi,Keta,Volta,5.87099,0.98061,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
2992,Asadame Health Centre,Asadame,Keta,Volta,5.99405,0.857117,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2993,Kotoka Memorial Clinic,Alakple,Keta,Volta,5.85179,0.888,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2994,Agbledome Health Centre,Agbledome,Keta,Volta,5.77699,0.7414,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2995,Anyako Health Centre,Anyako,Keta,Volta,6.00984,0.90157,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2996,Tegbi Health Centre,Tegbi,Keta,Volta,5.84994,0.97225,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2997,Atiavi Health Centre,Atiavi,Keta,Volta,5.94776,0.8507,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2998,Tregui Health Centre,Tregui,Keta,Volta,5.88803,0.82339,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
2999,Galo-Sota Health Centre,Galo-Sota,Keta,Volta,5.85415,0.71039,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3000,Anlo-Afiadenyigba Health Centr,Anlo-Afiadenyigba,Keta,Volta,6.0447,0.97815,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3001,Anloga Health Centre,Anloga,Keta,Volta,5.79154,0.88193,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3002,Hatorgodo E. P. Clinic,Hatorgodo,Keta,Volta,5.9505,0.807683,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3003,Keta Government Hospital,Keta,Keta,Volta,5.88784,0.98164,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Municipal Hospital
3004,Crowns Maternity Home,Keta,Keta,Volta,5.78283,0.72263,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3005,Nancy's Maternity Home,Keta,Keta,Volta,5.82579,0.95,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3006,St. Franscis Clinic,Anyanui,Keta,Volta,5.77996,0.73077,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3007,Anyanui Health Centre,Anyanui,Keta,Volta,5.78153,0.72957,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3008,Anseco Clinic,Avuime,Keta,Volta,5.8066,0.93048,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3009,Lebene Clinic,Abor,Keta,Volta,6.066833,0.856367,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3010,Kafui Maternity Home,Abor,Keta,Volta,6.066667,0.862067,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3011,Holy Maternity Home,Angloga,Keta,Volta,5.79618,0.90419,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3012,Madam Mary Maternity Home,Vui,Keta,Volta,5.88564,0.98164,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3013,Ketu District Health Directorate,Aflao,Ketu,Volta,6.11762,1.1803,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3014,Blekusu Health Centre,Blekusu,Ketu,Volta,5.987383,1.0292,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3015,Tadzewu Health Centre,Tadzewu,Ketu,Volta,6.188517,0.8948,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3016,Afife Health Centre,Afife,Ketu,Volta,6.0541,0.9186,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3017,Wheta Health Centre,Wheta,Ketu,Volta,6.08257,0.97503,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3018,Aflao Hospital,Aflao,Ketu,Volta,6.11762,1.18013,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
3019,St Anthony's Hospital,Dzodze,Ketu,Volta,6.24112,0.98911,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3020,Agavedzi Health Centre,Agavedzi,Ketu,Volta,6.00546,1.04302,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3021,Adina Health Centre,Adina,Ketu,Volta,6.04202,1.07422,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3022,Klikoor Health Centre,Klikoor,Ketu,Volta,6.07488,1.0282,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3023,Akporkploe Health Centre,Akporkploe,Ketu,Volta,6.1551,1.16645,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3024,Devego Health Centre,Devego,Ketu,Volta,6.17732,0.91419,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3025,Ohawu Health Centre,Ohawu,Ketu,Volta,6.13266,0.89581,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3026,Ehie Health Centre,Ehie,Ketu,Volta,6.14481,1.00314,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3027,Central Aflao Hospital,Avoeme  Aflao,Ketu,Volta,6.11523,1.1691,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3028,New Hope Hospital,Viefe  Aflao,Ketu,Volta,6.10926,1.15964,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3029,Sape-Agbo Memorial  Hospital,Hedzranawo,Ketu,Volta,6.09708,1.143,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3030,Denu RCH,Denu,Ketu,Volta,6.10094,1.14805,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3031,Kpoglu RCH,Kpoglu,Ketu,Volta,6.17413,1.07178,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3032,Penyi RCH,Penyi,Ketu,Volta,6.22267,1.03595,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3033,Nogokpo RCH,Nogokpo,Ketu,Volta,6.09083,1.07023,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
3034,St. Linus Children Clinic,Denu,Ketu,Volta,6.10358,1.15024,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3035,Beno's Maternity/Clinic,Aflao,Ketu,Volta,6.11724,1.191,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3036,Sunkwa Maternity Home,Aflao,Ketu,Volta,6.11867,1.18727,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3037,Srohume Clinic,Srohume,Ketu,Volta,6.04654,1.01568,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3038,Morning Star Clinic,Afife,Ketu,Volta,6.06392,0.91169,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3039,St. Anthony Maternity/Clinic,Kopeyia,Ketu,Volta,6.14131,1.11281,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3040,Afatome Clinic,Denu,Ketu,Volta,6.09399,1.15187,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3041,Port Health Service,Aflao,Ketu,Volta,6.11306,1.19144,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3042,Berith Clinic,Nogokpo,Ketu,Volta,6.09247,1.07472,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3043,Bethesda Clinic,Agbozume,Ketu,Volta,6.07943,1.03347,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3044,St. Anthony Maternity Clinic,Aflao,Ketu,Volta,6.1399,1.18952,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3045,Sarah's Maternity Home,Agbozume,Ketu,Volta,6.07404,1.03176,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3046,Kpando District Health Directorate,Kpando,Kpando,Volta,6.99314,0.28993,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3047,Sabadu Health Centre,Sabadu,Kpando,Volta,6.905588,0.24822,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3048,Gadza Health Centre,Gadza,Kpando,Volta,7.0165,0.31853,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3049,Kudzra Health Centre,Kudzra,Kpando,Volta,6.9622,0.33978,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3050,Senam Clinic  Aziavi,Kpando Ziavi,Kpando,Volta,6.98122,0.28906,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3051,Vakpo Health Centre,Vakpo,Kpando,Volta,6.85657,0.2824,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3052,Kpando Health Centre,Kpando,Kpando,Volta,6.99314,0.28993,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3053,Wusuta Health Centre,Wusuta,Kpando,Volta,6.83595,0.25759,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3054,Aveme Danyigba Health Centre,Aveme Danyigba,Kpando,Volta,6.92794,0.264,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3055,Tsrukpe Health Centre,Tsrukpe,Kpando,Volta,6.79575,0.27705,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3056,Botoku Health Centre,Botoku,Kpando,Volta,6.75977,0.26703,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3057,Kpando Torkor Health Centre,Kpando Torkor,Kpando,Volta,6.99871,0.25829,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3058,Awate Health Centre,Awate,Kpando,Volta,6.86865,0.23677,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3059,Anfoega Catholic Hospital,Anfoega,Kpando,Volta,6.88049,0.27621,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3060,Kpando Margret Marquat Hospital,Kpando,Kpando,Volta,6.99992,0.30312,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
3061,St. Patrick's Hospital,Kpando,Kpando,Volta,6.99852,0.28712,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3062,Aveme Beme Health Centre,Aveme Beme,Kpando,Volta,6.91877,0.26542,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3063,Wisdom Maternity Home,Kpando Torkor,Kpando,Volta,7.00259,0.2615,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3064,Matty's Maternity Home,Kpando,Kpando,Volta,6.99665,0.29543,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3065,Angela Zahnizer Maternity Home,Agbenorhoe,Kpando,Volta,7.06507,0.30577,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3066,Krachi East District Health Directorate,Dambai,Krachi East,Volta,8.06828,0.16954,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3067,Dambai E. P. Clinic (Dan Mossar),Dambai,Krachi East,Volta,8.06744,0.016741,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3068,Adumadum Health Centre,Adumadum,Krachi East,Volta,7.82039,0.036993,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3069,Katanga Health Centre,Katanga,Krachi East,Volta,7.65851,0.033324,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3070,Tokronu Health Centre,Tokronu,Krachi East,Volta,7.77138,0.04226,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3071,Asukawkaw Health Centre,Asukawkaw,Krachi East,Volta,7.68831,0.04432,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3072,Dormabin Health Centre,Dormabin,Krachi East,Volta,7.83504,0.030785,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3073,Nyietor Naz. Maternity Home,Dambai,Krachi East,Volta,8.06431,0.018651,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3074,Krachi West District Health Directorate,Krachi,Krachi West,Volta,7.79476,0.05729,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3075,Krachi District Hospital,Krachi,Krachi West,Volta,7.79476,-0.05729,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
3076,Osramani Health Centre,Ostramani,Krachi West,Volta,7.95647,-0.00906,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3077,Monkra Health Centre,Monkra,Krachi West,Volta,7.93023,-0.01069,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3078,Banda Health Centre,Banda,Krachi West,Volta,8.29353,-0.09654,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3079,Ntewusa Health Centre,Ntewusa,Krachi West,Volta,7.99206,0.00215,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3080,Borae Health Centre,Borae,Krachi West,Volta,8.15676,-0.03478,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3081,Ehiamankyene Health Centre,Ehiamankyene,Krachi West,Volta,7.99808,-0.06178,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3082,St. Lukes Clinic Chinderi,Chinderi,Krachi West,Volta,8.139,-0.139,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3083,Gyatoakroa CHPS,Gyatoakroa,Krachi West,Volta,8.179899,0.07513,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
3084,Anyinamae Health Centre,Anyiname,Krachi West,Volta,8.05525,-0.15415,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3085,Nkwanta District Health Directorate,Nkwanta,Nkwanta,Volta,8.25756,0.50838,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3086,Damanko Health Centre,Damanko,Nkwanta,Volta,8.68775,0.18494,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3087,Kechebi Health Centre,Kechebi,Nkwanta,Volta,8.20548,0.39801,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3088,Kpassa Health Centre,Kpassa,Nkwanta,Volta,8.49597,0.31394,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3089,Tinjase Health Centre,Tinjase,Nkwanta,Volta,8.57005,0.40473,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3090,Fame Clinic,Obanda,Nkwanta,Volta,7.94065,0.51134,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3091,Pusupu Health Centre,Pusupu,Nkwanta,Volta,8.0521,0.49043,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3092,Tutukpene Health Centre,Tutukpene,Nkwanta,Volta,8.09914,0.3935,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3093,Bontibor Clinic,Bontibor,Nkwanta,Volta,8.08967,0.49736,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3094,Sibi Clinic,Sibi,Nkwanta,Volta,8.61158,0.23133,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3095,Keri Clinic,Keri,Nkwanta,Volta,8.38638,0.52767,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3096,Obanda Health Centre,Obanda,Nkwanta,Volta,7.94337,0.51054,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3097,Nyambong Health Centre,Nyambong,Nkwanta,Volta,8.36006,0.478,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3098,Bonakye Health Centre,Bonakye,Nkwanta,Volta,8.4006,0.40342,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3099,Brewaniase Health Centre,Brewaniase,Nkwanta,Volta,8.00635,0.56168,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3100,Kpassa Chuch Of Pentecost Clinic,Kpassa,Nkwanta,Volta,8.49341,0.30398,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3101,Nkwanta Dsitrict Hospital,Nkwanta,Nkwanta,Volta,8.25756,0.50838,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
3102,St. Joseph's Hospital,Nkwanta,Nkwanta,Volta,8.24792,0.52134,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3103,Agoufie CHPS,Nkwanta,Nkwanta,Volta,8.34735,0.31913,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
3104,Kabiti CHPS,Nkwanta,Nkwanta,Volta,8.31931,0.25061,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3105,Nkwanta RCH,Nkwanta,Nkwanta,Volta,8.25756,0.50838,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
3106,North Tongu District Health Directorate,Adidome,North Tongu,Volta,6.074414,0.50339,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3107,Volo Health Centre,Volo,North Tongu,Volta,6.06115,0.30833,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3108,Mafi Kumasi Health Centre,Mafi Kumasi,North Tongu,Volta,6.27551,0.5713,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3109,Dofor Adidome Health Centre,Dofor Adidome,North Tongu,Volta,6.11891,0.2442,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3110,Torgome Health Centre,Torgome,North Tongu,Volta,6.11701,0.13748,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3111,Avedo Health Centre,Avedo,North Tongu,Volta,6.1338,0.63666,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3112,Kpoviadzi Health Centre,Kpoviadzi,North Tongu,Volta,6.20273,0.7097,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3113,Biodun Health Centre,Adidome,North Tongu,Volta,6.08012,0.50493,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3114,Mafi Sasekpe Health Centre,Mafi Sasekpe,North Tongu,Volta,6.27226,0.61951,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3115,Fodzoku Health Centre,Fodzoku,North Tongu,Volta,6.16198,0.12466,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3116,Juapong Health Centre,Juapong,North Tongu,Volta,6.25848,0.1406,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3117,Podoe Health Centre,Podoe,North Tongu,Volta,6.29884,0.19677,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3118,Adidome Hospital,Adidome,North Tongu,Volta,6.07347,0.49812,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
3119,Battor Mission. Hospital,Battor,North Tongu,Volta,6.06849,0.40122,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
3120,South Dayi District Health Directorate,Kpeve,South Dayi,Volta,6.68044,0.32456,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3121,Kpeve Health Centre,Kpeve,South Dayi,Volta,6.6877,0.332,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3122,Wegbe Kpalime Health Centre,Wegbe,South Dayi,Volta,6.654267,0.343083,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3123,Have Health Centre,Have,South Dayi,Volta,6.75798,0.3611,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3124,Dzemeni E. P. Church Clinic,Dzemeni,South Dayi,Volta,6.60048,0.17176,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3125,Kpalime Duga Health Centre,Kpalime Duga,South Dayi,Volta,6.57345,0.18283,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3126,Hope Maternity Home,Tongo Dzemeni,South Dayi,Volta,6.60373,0.17458,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3127,Adzokoe Health Centre,Adzokoe,South Dayi,Volta,6.625617,0.312667,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3128,Dzake Health Centre,Dzakeh,South Dayi,Volta,6.5011,0.20109,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3129,Peki Government Hospital,Peki,South Dayi,Volta,6.5337,0.22594,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
3130,St Pauls Maternity Home,Dzemeni,South Dayi,Volta,6.60058,0.16716,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3131,Tongor Tsanakpe CHPS,Tongor Tsanakpe,South Dayi,Volta,6.60745,0.17126,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
3132,South Tongu District Health Directorate,Sogakope,South Tongu,Volta,6.00228,0.59663,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Health Directorate
3133,Comboni Polyclinic,Sogakope,South Tongu,Volta,6.00217,0.58532,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Polyclinic
3134,Gamenu Health Centre,Gamenu,South Tongu,Volta,5.79743,0.69163,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3135,Agbakope Health Centre,Agbakope,South Tongu,Volta,6.03148,0.70957,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3136,Asidowui Health Centre,Asidowui,South Tongu,Volta,5.913,0.62624,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3137,Agorta Health Centre,Agorta,South Tongu,Volta,5.8511,0.66119,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3138,Dabala Health Centre,Dabala,South Tongu,Volta,5.98588,0.67646,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3139,Good Sheperd Maternity Home,Sogakope,South Tongu,Volta,5.99312,0.58098,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
3140,Sogakope RCH,Sogakope,South Tongu,Volta,6.00137,0.59492,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
3141,Fame Clinic,,South Tongu,Volta,5.88789,0.63087,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
3142,Kpotame Health Centre/Chps,Kpotame,South Tongu,Volta,5.97668,0.52564,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3143,Tefle Health Centre,Tefle,South Tongu,Volta,6.00073,0.56995,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3144,Adutor Health Centre,Adutor,South Tongu,Volta,5.96221,0.69649,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
3145,Dordoekope Health Centre,Dordoekope,South Tongu,Volta,5.87685,0.60539,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
